"pp";"remove";"mapping";"message";"message1";"message2";"age";"sex";"country";"education";"handedness";"motherTongue";"psyKnowledge";"comment"
"5ca073f0f9013f00169bea2b";1;"BRAC1_vertLA_1st300";NA;"";"for making did 124 errors";"25";"female";"United Kingdom";"Bachelor degree";"right-handed";"english";"Not at all";""
"5d0a1cd4561a350001d62ab3";0;"BRAC1_horiLA_1st300";NA;"";"did 49 errors";"23";"male";"English";"Some university/higher education but no degree";"right-handed";"English";"Not at all";""
"5d12020e90265e00199ba8a9";0;"BRAC1_vertLA_1st0";"";NA;NA;"25";"female";"Portugal";"Master degree";"right-handed";"portuguese";"Some knowledge as amateur";""
"5d3848f6b7bcbd000114235f";0;"BRAC1_horiAL_1st0";"";NA;NA;"21";"female";"Wales";"Some university/higher education but no degree";"right-handed";"English";"Some knowledge as amateur";""
"5d4a41890e604c00011ade8b";0;"BRAC1_vertLL_1st0";NA;"";NA;"24";"male";"USA";"Bachelor degree";"right-handed";"English";"Not at all";""
"5d5bcd6c0802ee001608c5a8";0;"BRAC1_horiAA_1st300";"They had mapping horiAA_1s302";"";NA;"24";"male";"Portugal";"Bachelor degree";"right-handed";"Portuguese";"Not at all";"Is there a possibility to know the results of this study? If possible please respond to the prolific email"
"5d81299125e6a40019e3c80d";0;"BRAC1_horiAL_1st0";NA;"";NA;"33";"female";"france";"Master degree";"right-handed";"english";"Not at all";""
"5dde6acfcaee3edc541ad36b";0;"BRAC1_horiAL_1st300";"";NA;NA;"32";"male";"Italy";"Some university/higher education but no degree";"right-handed";"Italian";"Not at all";""
"5e0e52b46e96ba000b2441d5";0;"BRAC1_vertAL_1st300";"";NA;NA;"30";"male";"United Kingdom";"Bachelor degree";"right-handed";"English";"Not at all";""
"5e217a34e8ff3a469b5dfebc";0;"BRAC1_vertLA_1st0";"4 times cue lasted 316 or 334 ms";NA;"did 58 errors";"";"female";"USA";"Some university/higher education but no degree";"right-handed";"English";"Not at all";""
"5e29b969130e4e000ca807eb";0;"BRAC1_horiLA_1st0";NA;"";NA;"21";"female";"Portugal";"Bachelor degree";"right-handed";"Portuguese";"Not at all";""
"5e3e25c6f2160b0a292a1b3d";0;"BRAC1_vertAA_1st300";"";NA;NA;"twenty one years old";"male";"Portugal";"High school diploma";"right-handed";"Portuguese";"Not at all";"Funny study"
"5e43c6cf19962223d3d92d5c";0;"BRAC1_vertAL_1st0";"";NA;NA;"24";"female";"Portugal";"Master degree";"right-handed";"Portuguese";"Not at all";""
"5e4a932344498f4e361fee0d";0;"BRAC1_horiAA_1st300";"had 3 time trial number 95 ;";"";NA;"21";"male";"Portugal";"High school diploma";"right-handed";"Portuguese";"Not at all";"I had to open Chrome in another window, so to be sure that my completion is properly tracked, my prolific ID is 5e4a932344498f4e361fee0d"
"5e6babd0d0031115b8a7bbbf";0;"BRAC1_horiLA_1st300";"";NA;NA;"24";"female";"Australia";"Bachelor degree";"right-handed";"English";"Not at all";""
"5e815773285d3883ba2fbbcf";0;"BRAC1_horiAL_1st300";NA;"";NA;"24";"male";"United States";"Master degree";"right-handed";"English";"I've studied at least one of these disciplines (school or university)";"I received a minor in psychology in undergrad, not sure if you want to count that as a degree or just studied the discipline"
"5e863f9665bc760e939bae12";1;"BRAC1_horiAA_1st0";"";NA;"for making did 129 errors";"32";"female";"england";"Bachelor degree";"right-handed";"polish";"Not at all";""
"5e8dcc81e6686e035680594e";0;"BRAC1_horiLL_1st0";NA;"";NA;"28";"female";"Poland";"Master degree";"left-handed";"Polish";"Not at all";"Very interesting study for me"
"5e94f775cb8df5376b30b363";0;"BRAC1_horiLL_1st0";NA;"";NA;"20";"male";"Poland";"Some high school but no diploma";"right-handed";"Polish";NA;""
"5eabe11e57f54b1d4b51c985";0;"BRAC1_horiLA_1st300";"screen height was 427 while the min necessary is 648";"took 335.75 minutes to complete the experiment.";NA;"27";"female";"";"Bachelor degree";"right-handed";"English";"Not at all";""
"5eb01d08992e0b07e03b19c2";0;"BRAC1_horiAL_1st300";"";NA;NA;"19";"male";"United Kingdom";"Some university/higher education but no degree";"right-handed";"English";"Not at all";""
"5eb185511f2ed228a7d73436";0;"BRAC1_vertLA_1st300";"";NA;NA;"24";"male";"USA";"Bachelor degree";"right-handed";"English";"Not at all";""
"5ebb1e0c11b78d0dcb01e82c";0;"BRAC1_horiLA_1st0";"";NA;NA;"27";"male";"United States";"Some university/higher education but no degree";"right-handed";"English";"Not at all";""
"5ec040acbd55a509d7179ccd";0;"BRAC1_vertAL_1st300";NA;"";NA;"23";"male";"Mexico";"Some university/higher education but no degree";"right-handed";"Spanish";"Some knowledge as amateur";"I enjoyed the test, but my eyes hurt after staring at a white screen for a long time"
"5ec37264194de71cb7b82637";0;"BRAC1_vertAA_1st0";"";NA;NA;"18";"female";"Canada";"Some high school but no diploma";"right-handed";"English";"Not at all";""
"5ec3dd4a21dd590667039a02";0;"BRAC1_horiAA_1st300";"They had mapping horiAA_1s304";"";NA;"23";"male";"Belgium";"Some university/higher education but no degree";"right-handed";"Dutch";"Not at all";NA
"5ec65c58dba65c0177c434fe";0;"BRAC1_vertAA_1st300";NA;"";NA;"18";"male";"Poland";"Some high school but no diploma";"right-handed";"Polish";"Not at all";"The most interesting study I've taken on Prolific so far :)"
"5ec829e78fd0f02dab19a6b8";1;"BRAC1_vertLL_1st0";NA;"";"for making did 101 errors";"19";"male";"Alabama";"High school diploma";"right-handed";"English";"Not at all";""
"5ece67ec48f99322ae6d5ca3";0;"BRAC1_vertLL_1st0";"screen height was 614 while the min necessary is 648.";NA;NA;"29";"female";"Spain";"Master degree";"Other (please specify)";"Spanish";"I've studied at least one of these disciplines (school or university)";"My brain kept telling me that L was even an A odd, I had some difficulties with that. It would have been helpful being able to choose the meaning of each letter."
"58b06921aaa44f000143a0aa";0;"BRAC1_vertLA_1st300";"";"";"did 58 errors;";"22";"male";"Portugal";"Bachelor degree";"right-handed";"Portuguese";"Not at all";""
"59f8656dda08940001d4eb12";0;"BRAC1_vertLL_1st300";"";"";"";"27";"male";"UK";"Master degree";"left-handed";"English";"Not at all";""
"5ad5c7bd045cb000015c9b30";1;"BRAC1_horiAL_1st0";"";"";"did 104 errors;";"24";"male";"Greece";"Bachelor degree";"left-handed";"Greek";"I've studied at least one of these disciplines (school or university)";""
"5b28c29b2bc7780001c23000";0;"BRAC1_vertLA_1st0";"";"";"";"31";"male";"Portugal";"Bachelor degree";"right-handed";"Portuguese";"Not at all";""
"5c28cac3867f660001ae9c4a";0;"BRAC1_horiAA_1st0";"";"";"";"28";"male";"uk";"Bachelor degree";"right-handed";"English";"Not at all";"i had some technical problems initially during the instructional and training phase, hence why it took me longer than normal to complete the study, once the ""real"" trials worked it seemed to be fine though."
"5c421b99b00b3300018f1048";0;"BRAC1_vertAA_1st300";"";"";"";"24";"male";"Portugal";"Master degree";"right-handed";"Portuguese";"Not at all";""
"5c628f8613bb5a000196cfc0";0;"BRAC1_vertAA_1st0";"";"";"did 64 very slow responses; did 56 errors;";"23";"female";"Italy";"Bachelor degree";"right-handed";"Italian";"I've a degree related to one of these fields.";""
"5dada613823b7d0016484453";1;"BRAC1_vertAL_1st300";"for taking part in brac2";"";"did 42 errors;";"24";"female";"Portugal";"Bachelor degree";"right-handed";"Portuguese";"Not at all";""
"5dc1e79c880a2915309a8ee3";0;"BRAC1_horiLL_1st300";"";"";"";"24";"male";"Italy";"Master degree";"right-handed";"Italian";"Not at all";""
"5dc94678880a2965965fc001";0;"BRAC1_vertAL_1st300";"";"";"";"22";"male";"Italy";"High school diploma";"right-handed";"Portuguese";"Not at all";"I really enjoyed doing this survey"
"5dd13af00f8d511c4c35a0b4";0;"BRAC1_horiLL_1st300";"";"";"";"22";"female";"Grrece";"Some university/higher education but no degree";"right-handed";"Greek";"Not at all";""
"5e028d65d52c7be0c2b0cd7f";0;"BRAC1_vertLL_1st0";"";"";"";"25";"male";"Greece";"Some university/higher education but no degree";"right-handed";"Greek";"Not at all";""
"5e20507f4548cd364cc9930f";0;"BRAC1_horiLL_1st0";"";"";"";"20";"female";"United Kingdom";"High school diploma";"right-handed";"French";"Not at all";""
"5e94320f050e34000816c2f8";0;"BRAC1_vertLL_1st300";"";"";"did 48 errors;";"20";"female";"United Kingdom";"Some university/higher education but no degree";"left-handed";"Polish";"Not at all";""
"5e9c4639eb6b3815f96053d7";0;"BRAC1_horiLA_1st0";"";"";"";"18";"male";"Poland";"High school diploma";"right-handed";"Polish";"Not at all";"Thanks"
"5ea6f14cf0ff0709b0331957";0;"BRAC1_vertAL_1st0";"";"";"";"24";"female";"United Kingdom";"Master degree";"right-handed";"English";"Not at all";""
"5ed5a391612eb11362b3aed3";0;"BRAC1_horiAL_1st0";"";"";"";"24";"male";"Poland";"Bachelor degree";"right-handed";"Polish";"I've studied at least one of these disciplines (school or university)";"I studied psychology"
"5ef8aae48b95745f60b38b9b";0;"BRAC1_horiAA_1st0";"";"has had 1 weird fixations durations;";"did 45 very slow responses; did 62 errors;";"20";"female";"Poland";"Some high school but no diploma";"right-handed";"Polish ";"Not at all";""
"5f0363f5bf1343559eeb610d";0;"BRAC1_vertAA_1st300";"";"";"";"23";"female";"United Kingdom";"High school diploma";"right-handed";"English";"Not at all";""
"5c2e818561f049000169d2d5";0;"BRAC1_horiAL_1st0";"";"";"";"20";"male";"Poland";"Some university/higher education but no degree";"right-handed";"Polish";"Some knowledge as amateur";""
"5c665e1948985d0001f09675";0;"BRAC1_horiAL_1st0";"";"";"";"33";"male";"Germany";"Master degree";"right-handed";"English";"Not at all";""
"5e84b9cd3c01b3072fac9470";0;"BRAC1_horiAL_1st300";"";"";"";"25";"female";"Poland";"Bachelor degree";"right-handed";"Polish";"Not at all";""
"5e989ed10180e00b42afc3cb";1;"BRAC1_vertLA_1st300";"";"";"did 169 errors;";"";"female";"South Africa";"Master degree";"right-handed";"Bengali";"Not at all";""
"5e9b8a878b4b8301c514b91f";0;"BRAC1_vertLL_1st0";"";"";"";"20";"male";"USA";"Some high school but no diploma";"right-handed";"Polish";"Not at all";""
"5ed03559e21bdd108c2c8634";0;"BRAC1_horiLA_1st0";"";"";"";"19";"male";"Poland";"Some high school but no diploma";"right-handed";"Polish";"Not at all";"Thanks for study"
"5ed042d7d3825010f1ec701f";0;"BRAC1_horiAA_1st0";"";"";"";"18";"female";"Portugal";"High school diploma";"right-handed";"Portuguese";"Not at all";""
"5ee0e631f6689e46640961cd";1;"BRAC1_vertAL_1st0";"";"";"did 162 super fast responses; did 194 errors;";"20";"male";"Portugal";"Some university/higher education but no degree";"right-handed";"Portuguese";"Not at all";""
"5ee1236e7f235110ac6c4ff4";1;"BRAC1_vertAA_1st0";"";"";"did 302 super fast responses; did 184 errors;";"21";"female";"USA";"Bachelor degree";"right-handed";"English";"Not at all";""
"5eed4da5706fdd169557315b";0;"BRAC1_vertLA_1st0";"";"has had 1 weird fixations durations;";"";"20";"male";"Italy";"High school diploma";"right-handed";"English";"Not at all";""
"5f02b1d445937e43c5032756";1;"BRAC1_vertAA_1st0";"had 5 time trial number 63 ;had 5 time trial number 69 ;had 5 time trial number 70 ;had 5 time trial number 71 ;had 5 time trial number 77 ;had 5 time trial number 78 ;had 5 time trial number 79 ;had 5 time trial number 80 ;had 5 time trial number 81 ;had 5 time trial number 82 ;had 5 time trial number 83 ;had 5 time trial number 84 ;had 5 time trial number 85 ;had 5 time trial number 86 ;had 5 time trial number 87 ;had 5 time trial number 88 ;had 5 time trial number 89 ;had 5 time trial number 90 ;had 5 time trial number 91 ;had 5 time trial number 92 ;had 5 time trial number 93 ;had 5 time trial number 94 ;had 5 time trial number 95 ;";"has had 3 weird fixations durations; has had 1 weird cue durations;";"did 135 super fast responses; did 103 very slow responses; did 232 errors;did not answer to99trials; ";"";"male";"USA";"Master degree";"right-handed";"English";"I've a degree related to one of these fields.";""
"5bec2847ac6b780001fec122";0;"BRAC1_vertAL_1st0";"";"";"";"";"male";"United Kingdom";"PhD";"right-handed";"English";"Not at all";""
"5da86b2c45f7b300110dd0e2";1;"BRAC1_vertLA_1st300";"";" has had 2 weird cue durations;";"did 109 very slow responses; did 169 errors;did not answer to106trials; ";"30";"female";"United Kingdom";"Bachelor degree";"right-handed";"TAMIL";"I've a degree related to one of these fields.";""
"5e68bd3b003be1000c6c4d25";0;"BRAC1_vertAL_1st0";"";"";"did 81 very slow responses; did 84 errors;did not answer to61trials; ";"19";"male";"Italy";"High school diploma";"right-handed";"Italian";"Not at all";""
"5e9822781c48fa016d3ea705";0;"BRAC1_vertAA_1st0";"";"";"did 99 errors;";"21";"male";"The Netherlands";"Bachelor degree";"left-handed";"Dutch";"I've studied at least one of these disciplines (school or university)";""
"5ea3066769713007dfc5f1c3";1;"BRAC1_vertAA_1st0";"";"";"did 124 errors;";"";"female";"Portugal";"Bachelor degree";"right-handed";"Portuguese";"Some knowledge as amateur";""
"5ea90de5a5bad5377430424a";0;"BRAC1_vertLA_1st300";"";" has had 2 weird cue durations;";"did 40 errors;";"29";"female";"USA";"High school diploma";"right-handed";"English";"Not at all";""
"5d7296e428d524001d1e8777";1;"BRAC1_horiAL_1st0";"";"";"did 162 errors;";"31";"female";"Spain";"Master degree";"left-handed";"Spanish";"Not at all";""
"5dee5068bc4b5c4ea275c2d6";0;"BRAC1_vertAA_1st300";"";"";"";"24";"male";"Greece";"Bachelor degree";"right-handed";"Greek";"Some knowledge as amateur";""
"5e903d24f61c37012048e7de";1;"BRAC1_horiLA_1st0";"";"";"did 165 very slow responses; did 200 errors;did not answer to155trials; ";"28";"male";"United Kingdom";"Bachelor degree";"right-handed";"English";"Not at all";""
"5e90cc485905f23f088be0b5";0;"BRAC1_horiLL_1st300";"";"";"";"23";"female";"United Kingdom";"Bachelor degree";"right-handed";"English";"I've a degree related to one of these fields.";""
"5ea052a7df17c20008dc9b9d";1;"BRAC1_vertAA_1st0";"";"";"did 119 errors;";"19";"male";"Poland";"High school diploma";"left-handed";"Polish";"Not at all";""
"5ec9a252e6043b0fac94c2fd";0;"BRAC1_vertLL_1st300";"";"";"";"26";"female";"Italy";"Master degree";"right-handed";"Italian";"Not at all";""
"5f0d98c1c8a2f100082295b8";0;"BRAC1_vertLA_1st0";"";"";"";"23";"male";"Greece";"Some university/higher education but no degree";"right-handed";"Greek";"Not at all";""
"5f1e80a4e68bc3842527cd5e";0;"BRAC1_horiLL_1st0";"";"";"";"34";"female";"South Africa";"Bachelor degree";"right-handed";"Afrikaans";"I've studied at least one of these disciplines (school or university)";""
"5f229dc20c6a46000881afaa";0;"BRAC1_horiLA_1st300";"";"";"";"25";"female";"United Kingdom";"High school diploma";"left-handed";"English";"Some knowledge as amateur";""
"5f338121e1ca2a19a97cd433";0;"BRAC1_vertLA_1st300";"";"";"";"18";"female";"USA";"Some university/higher education but no degree";"right-handed";"Mandarin Chinese";"I've studied at least one of these disciplines (school or university)";""
"5f50b5f8c8cfea2327dda6ec";1;"BRAC1_vertLL_1st0";"";"screen height was 44 while the min necessary is 578;";"did 116 super fast responses; did 51 very slow responses; did 214 errors;";"30";"female";"USA";"Bachelor degree";"right-handed";"English";"Not at all";""
"5adb3e135f327e0001fb329c";1;"BRAC1_horiAL_1st300";"";"";"did 127 super fast responses; did 190 errors; ";"34";"female";"United Kingdom";"Some high school but no diploma";"right-handed";"English";"Not at all";""
"5c97b5f7cff9b20017cae6ee";0;"BRAC1_horiAL_1st0";"";"screen height was 503 while the min necessary is 578;";"";"27";"male";"Poland";"Bachelor degree";"right-handed";"Polish";"Not at all";""
"5d68c8aa40524c00189e8ac2";0;"BRAC1_vertAA_1st300";"";"";"";"29";"male";"United Kingdom";"Some university/higher education but no degree";"right-handed";"English";"Not at all";""
"5d6f859fda16690017c9ba94";0;"BRAC1_horiAL_1st300";"";"";"";"26";"female";"Greece";"Master degree";"right-handed";"Greek";"Not at all";"I enjoyed the study! Good luck with the results!"
"5e83a45efb06b00e7bacdcd4";0;"BRAC1_vertLL_1st0";"";"";"";"25";"male";"France";"Master degree";"right-handed";"Hindi";"Some knowledge as amateur";""
"5ebeeee819e5db2afa954e4d";0;"BRAC1_horiLA_1st0";"";"";"";"25";"male";"United Kingdom";"Some university/higher education but no degree";"right-handed";"English";"Not at all";""
"5ed122188234380320ebf08c";0;"BRAC1_vertLA_1st300";"";"";"";"35";"male";"United Kingdom";"Bachelor degree";"left-handed";"French";"Not at all";""
"5ef09c84a33a985f3ea9a561";0;"BRAC1_vertAL_1st300";"";"";"";"25";"male";"United Kingdom";"Bachelor degree";"right-handed";"English";"Not at all";"Clear instructions and well presented. Really easy to follow. Good Study! :)"
"5f10532f3deae62c7ca629b5";0;"BRAC1_vertAL_1st0";"";"";"";"25";"female";"United Kingdom";"Bachelor degree";"right-handed";"English";"Not at all";""
"5f1eb0e2a716b3000c6e6329";0;"BRAC1_vertLA_1st0";"";"";"did 54 errors; ";"27";"male";"United Kingdom";"High school diploma";"right-handed";"English";"Not at all";""
"5f2ac61b52f67f389314082d";0;"BRAC1_horiAA_1st0";"";"";"";"26";"female";"United Kingdom";"Bachelor degree";"right-handed";"English";"I've studied at least one of these disciplines (school or university)";""
"5f32f60410397d0c06be8f1d";0;"BRAC1_vertAL_1st0";"";"";"";"28";"male";"Poland";"Some university/higher education but no degree";"left-handed";"Polish";"Not at all";""
"5e72575be8e23118f1a6359b";0;"BRAC1_vertAA_1st0";"";" has had 3 weird cue durations;pp  5e72575be8e23118f1a6359b  has not gotten to the end.";"";NA;NA;NA;NA;NA;NA;NA;NA
"5c5895f5af5bed0001f9ee92";0;"BRAC1_horiAA_1st0";"";"";"";"25";"male";"Poland";"Some high school but no diploma";"right-handed";"Polish";"Not at all";""
