"";"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"cuecolor_R";"error_R"
"46594";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;0;852,279999999097;"L";1;0;NA;"L";"blue";"black";"parity";8;0;99;99;99;99
"46598";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;1;735,189999999478;"L";1;0;NA;"L";"red";"black";"parity";4;0;0;0;1;0
"46602";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;2;916,044999998296;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;1;0;1;0
"46606";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;3;606,704999998445;"A";1;0;NA;"A";"red";"black";"parity";7;0;1;1;1;0
"46610";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;4;1014,33499999996;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;1;0;1;0
"46614";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;5;955,324999995297;"L";1;0;NA;"L";"red";"black";"magnit";4;0;0;1;1;0
"46618";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;6;748,185000004014;"L";1;0;NA;"L";"blue";"black";"parity";6;0;1;0;1;0
"46622";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;7;1208,03500000318;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;1;0;0;0
"46626";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;8;1238,29999999725;"A";1;0;NA;"A";"red";"black";"parity";3;0;1;1;1;0
"46630";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;9;799,699999995995;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;1;1;0
"46634";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;10;633,209999999963;"L";1;0;NA;"L";"blue";"black";"parity";4;0;0;0;0;0
"46638";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;11;962,090000001015;"A";1;0;NA;"A";"red";"black";"parity";3;0;0;1;1;0
"46642";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;12;572,645000000251;"L";1;0;NA;"L";"blue";"black";"parity";4;0;0;1;1;0
"46646";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;13;723,279999998398;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;0;0;0
"46650";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;14;1315,25500000129;"L";1;0;NA;"L";"red";"black";"parity";8;0;1;0;1;0
"46654";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;15;726,089999996359;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;0;1;0
"46658";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;16;705,909999997122;"A";1;0;NA;"A";"blue";"black";"parity";1;0;0;1;0;0
"46662";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;17;631,539999994915;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;1;1;0;0
"46666";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;18;860,244999996386;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;0;1;0;0
"46670";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;19;873,919999998296;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;0;0;0
"46674";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;20;1515,04500000016;"A";1;0;NA;"A";"red";"black";"magnit";7;0;1;0;1;0
"46678";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;21;1427,91999999457;"L";1;0;NA;"L";"red";"black";"magnit";1;0;0;1;0;0
"46682";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;22;750,18999999878;"L";1;0;NA;"L";"red";"black";"magnit";3;0;0;0;0;0
"46686";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;23;831,244999994058;"A";1;0;NA;"A";"red";"black";"magnit";8;0;0;1;0;0
"46690";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;24;565,034999999683;"L";1;0;NA;"L";"red";"black";"magnit";1;0;0;1;0;0
"46694";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;25;789,105000003474;"A";1;0;NA;"A";"blue";"black";"parity";3;0;1;1;1;0
"46698";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;26;1337,06499999948;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;1;1;0;0
"46702";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;27;888,214999999152;"A";1;0;NA;"A";"red";"black";"magnit";9;0;0;1;1;0
"46706";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;28;682,155000002123;"L";1;0;NA;"L";"blue";"black";"parity";2;0;1;1;1;0
"46710";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;29;812,254999997094;"L";1;0;NA;"L";"red";"black";"magnit";4;0;1;0;1;0
"46714";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;30;1513,87999999872;"A";1;0;NA;"A";"red";"black";"parity";1;0;1;1;0;0
"46718";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;31;1471,96999999881;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;1;0;1;0
"46722";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;32;1814,55999999912;"L";1;0;NA;"L";"red";"black";"magnit";1;0;0;1;1;0
"46726";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;33;954,949999999488;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;0;1;1;0
"46730";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;34;627,770000006305;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;0;0;0
"46734";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;35;1114,92999999621;"L";1;0;NA;"L";"red";"black";"magnit";4;0;1;1;1;0
"46738";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;36;1211,26499999803;"A";1;0;NA;"A";"blue";"black";"parity";3;0;1;1;1;0
"46742";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;37;749,454999997513;"L";1;0;NA;"L";"blue";"black";"parity";8;0;0;1;0;0
"46746";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;38;643,374999999534;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;0;0;0
"46750";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;39;809,689999994589;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;1;1;0
"46754";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;40;648,614999998128;"L";1;0;NA;"L";"red";"black";"magnit";3;0;1;1;0;0
"46758";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;41;947,820000001229;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;0;0;0
"46762";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;42;950,874999995111;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;1;0;1;0
"46766";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;43;1011,59500000346;"A";1;0;NA;"A";"red";"black";"parity";1;0;1;1;1;0
"46770";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;44;1531,81499999482;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;1;0;1;0
"46774";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;45;584,525000005495;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;0;1;0;0
"46778";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;46;947,510000005364;"A";1;0;NA;"A";"red";"black";"magnit";7;0;0;1;1;0
"46782";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;47;583,780000000726;"L";1;0;NA;"L";"red";"black";"magnit";3;0;0;1;0;0
"46786";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;48;1051,90499999304;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;0;0;0
"46790";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;49;707,150000002002;"A";1;0;NA;"A";"red";"black";"magnit";6;0;1;1;0;0
"46794";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;50;890,940000004601;"L";1;0;NA;"L";"red";"black";"magnit";2;0;0;1;0;0
"46798";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;51;932,280000000959;"A";1;0;NA;"A";"red";"black";"magnit";9;0;0;1;0;0
"46802";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;52;777,884999995818;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;1;0;0
"46806";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;53;678,025000001071;"A";1;0;NA;"A";"blue";"black";"parity";1;0;0;1;1;0
"46810";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;54;1293,30499999924;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;1;1;0;0
"46814";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;55;1352,10000000382;"L";1;0;NA;"L";"red";"black";"parity";8;0;1;0;1;0
"46818";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;56;1397,67500000005;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;1;1;1;0
"46822";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;57;1906,18499999982;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;0;1;0;0
"46826";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;58;1604,75500000035;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;0;0;0;0
"46830";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;59;776,975000000559;"A";1;0;NA;"A";"red";"black";"parity";9;0;1;1;1;0
"46834";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;60;735,954999996582;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;1;1;1;0
"46838";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;61;805,209999998566;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;0;1;0;0
"46842";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;62;664,004999998724;"L";1;0;NA;"L";"red";"black";"magnit";2;0;0;1;1;0
"46846";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;63;717,770000002813;"A";1;0;NA;"A";"red";"black";"magnit";6;0;0;1;0;0
"46850";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;64;915,715000002878;"A";1;0;NA;"A";"red";"black";"parity";9;0;1;0;0;0
"46854";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;65;1140,37499999558;"L";1;0;NA;"L";"blue";"black";"parity";8;0;0;1;1;0
"46858";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;66;781,465000000084;"A";1;0;NA;"A";"red";"black";"parity";3;0;0;1;1;0
"46862";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;67;548,340000001015;"A";1;0;NA;"A";"blue";"black";"parity";7;0;0;0;1;0
"46866";"5babd4285f26f10001b17c60";"BRAC1_horiAA_1st0";2;68;848,004999999888;"A";1;0;NA;"A";"blue";"black";"parity";1;0;0;0;0;0
