"pp";"task_R";"correctResp_R";"context_R";"cocoa";"age";"sex";"version";"meanrt";"n";"se"
"5ed03559e21bdd108c2c8634";"1";"1";"1";"300";19;"male";"online";987,93977272726;22;78,8019286786084
"5ed042d7d3825010f1ec701f";"0";"0";"0";"0";18;"female";"online";912,249545492655;22;78,0194130676905
"5ed042d7d3825010f1ec701f";"0";"0";"0";"300";18;"female";"online";738,409999990836;14;71,44592142277
"5ed042d7d3825010f1ec701f";"0";"0";"1";"0";18;"female";"online";1122,31076924274;13;149,562730328818
"5ed042d7d3825010f1ec701f";"0";"0";"1";"300";18;"female";"online";838,729473688689;19;76,0465039632605
"5ed042d7d3825010f1ec701f";"0";"1";"0";"0";18;"female";"online";954,833333320157;27;85,9652361246028
"5ed042d7d3825010f1ec701f";"0";"1";"0";"300";18;"female";"online";885,995869565269;23;93,0692636173145
"5ed042d7d3825010f1ec701f";"0";"1";"1";"0";18;"female";"online";800,661249984322;28;47,0438084803253
"5ed042d7d3825010f1ec701f";"0";"1";"1";"300";18;"female";"online";753,224999997122;29;51,8627511944002
"5ed042d7d3825010f1ec701f";"1";"0";"0";"0";18;"female";"online";1237,56657892495;19;89,2425021952001
"5ed042d7d3825010f1ec701f";"1";"0";"0";"300";18;"female";"online";1171,93818180187;22;90,5420839051104
"5ed042d7d3825010f1ec701f";"1";"0";"1";"0";18;"female";"online";1051,16099998122;20;108,167800518759
"5ed042d7d3825010f1ec701f";"1";"0";"1";"300";18;"female";"online";1066,85766666196;15;124,451799641256
"5ed042d7d3825010f1ec701f";"1";"1";"0";"0";18;"female";"online";1080,41578946684;19;87,1503822161248
"5ed042d7d3825010f1ec701f";"1";"1";"0";"300";18;"female";"online";1012,74699999485;20;92,4553641045606
"5ed042d7d3825010f1ec701f";"1";"1";"1";"0";18;"female";"online";1027,84725001547;20;96,985868282596
"5ed042d7d3825010f1ec701f";"1";"1";"1";"300";18;"female";"online";1062,72139997222;25;83,4541339557506
"5ed122188234380320ebf08c";"0";"0";"0";"0";35;"male";"online";541,373095238243;21;33,2722729598486
"5ed122188234380320ebf08c";"0";"0";"0";"300";35;"male";"online";638,016666666641;12;69,6970948573879
"5ed122188234380320ebf08c";"0";"0";"1";"0";35;"male";"online";507,523684210794;19;29,3233710776011
"5ed122188234380320ebf08c";"0";"0";"1";"300";35;"male";"online";573,726250000007;12;52,6022984185579
"5ed122188234380320ebf08c";"0";"1";"0";"0";35;"male";"online";512,78925925927;27;30,1269008676806
"5ed122188234380320ebf08c";"0";"1";"0";"300";35;"male";"online";529,491718750091;32;25,0616354283515
"5ed122188234380320ebf08c";"0";"1";"1";"0";35;"male";"online";512,717916666739;24;49,0047316499405
"5ed122188234380320ebf08c";"0";"1";"1";"300";35;"male";"online";591,784843749869;32;31,8592422209874
"5ed122188234380320ebf08c";"1";"0";"0";"0";35;"male";"online";551,027666666588;30;34,3722150668953
"5ed122188234380320ebf08c";"1";"0";"0";"300";35;"male";"online";543,116739130413;23;37,9573122262463
"5ed122188234380320ebf08c";"1";"0";"1";"0";35;"male";"online";584,810576922892;26;34,3739859546494
"5ed122188234380320ebf08c";"1";"0";"1";"300";35;"male";"online";520,967750000095;20;24,9706710132641
"5ed122188234380320ebf08c";"1";"1";"0";"0";35;"male";"online";497,507727272713;22;31,76709302428
"5ed122188234380320ebf08c";"1";"1";"0";"300";35;"male";"online";554,479333333314;15;41,8171322856011
"5ed122188234380320ebf08c";"1";"1";"1";"0";35;"male";"online";579,899411764722;17;62,701061398775
"5ed122188234380320ebf08c";"1";"1";"1";"300";35;"male";"online";463,680833333452;30;21,8209471136701
"5ed5a391612eb11362b3aed3";"0";"0";"0";"0";24;"male";"online";770,633947372277;19;77,2464528479788
"5ed5a391612eb11362b3aed3";"0";"0";"0";"300";24;"male";"online";720,06441176328;17;85,9908504463015
"5ed5a391612eb11362b3aed3";"0";"0";"1";"0";24;"male";"online";782,324166667725;18;78,4408714389592
"5ed5a391612eb11362b3aed3";"0";"0";"1";"300";24;"male";"online";780,735526315096;19;82,5069162927713
"5ed5a391612eb11362b3aed3";"0";"1";"0";"0";24;"male";"online";885,708571424143;21;86,1265769338835
"5ed5a391612eb11362b3aed3";"0";"1";"0";"300";24;"male";"online";816,107291668838;24;72,0624081089749
"5ed5a391612eb11362b3aed3";"0";"1";"1";"0";24;"male";"online";1055,92379999929;25;98,1532386470049
"5ed5a391612eb11362b3aed3";"0";"1";"1";"300";24;"male";"online";752,22325000068;20;64,2537626128163
"5ed5a391612eb11362b3aed3";"1";"0";"0";"0";24;"male";"online";1350,97973684529;19;113,137073482819
"5ed5a391612eb11362b3aed3";"1";"0";"0";"300";24;"male";"online";1163,84391304556;23;93,8286224989476
"5ed5a391612eb11362b3aed3";"1";"0";"1";"0";24;"male";"online";1284,44882353035;17;143,029488156559
"5ed5a391612eb11362b3aed3";"1";"0";"1";"300";24;"male";"online";896,317250003631;20;100,678653256879
"5ed5a391612eb11362b3aed3";"1";"1";"0";"0";24;"male";"online";918,184545457321;22;87,3207482141164
"5ed5a391612eb11362b3aed3";"1";"1";"0";"300";24;"male";"online";948,224705881918;17;93,2065050128129
"5ed5a391612eb11362b3aed3";"1";"1";"1";"0";24;"male";"online";986,673235294053;17;125,840859435653
"5ed5a391612eb11362b3aed3";"1";"1";"1";"300";24;"male";"online";1067,12739130624;23;110,268657552536
"5eed4da5706fdd169557315b";"0";"0";"0";"0";20;"male";"online";992,432500002906;18;92,8812065437968
"5eed4da5706fdd169557315b";"0";"0";"0";"300";20;"male";"online";650,138399996795;25;32,3048913396538
"5eed4da5706fdd169557315b";"0";"0";"1";"0";20;"male";"online";937,64249999731;16;89,1270090405652
"5eed4da5706fdd169557315b";"0";"0";"1";"300";20;"male";"online";759,940000001936;18;66,1033469758644
"5eed4da5706fdd169557315b";"0";"1";"0";"0";20;"male";"online";892,74137931603;29;67,7947275148653
"5eed4da5706fdd169557315b";"0";"1";"0";"300";20;"male";"online";938,418076917654;26;95,4307875574163
"5eed4da5706fdd169557315b";"0";"1";"1";"0";20;"male";"online";968,628600004594;25;61,1320965245228
"5eed4da5706fdd169557315b";"0";"1";"1";"300";20;"male";"online";879,67480768566;26;73,2721690789936
"5eed4da5706fdd169557315b";"1";"0";"0";"0";20;"male";"online";1114,54066667551;15;104,932232360134
"5eed4da5706fdd169557315b";"1";"0";"0";"300";20;"male";"online";1064,68225000135;20;107,868140371248
"5eed4da5706fdd169557315b";"1";"0";"1";"0";20;"male";"online";1219,90086207094;29;83,9321776187905
"5eed4da5706fdd169557315b";"1";"0";"1";"300";20;"male";"online";1057,80944444187;27;92,7579776241567
"5eed4da5706fdd169557315b";"1";"1";"0";"0";20;"male";"online";1020,3252631595;19;98,2463528923295
"5eed4da5706fdd169557315b";"1";"1";"0";"300";20;"male";"online";974,718958338296;24;80,9523270507218
"5eed4da5706fdd169557315b";"1";"1";"1";"0";20;"male";"online";1201,17366666285;15;117,820166310338
"5eed4da5706fdd169557315b";"1";"1";"1";"300";20;"male";"online";854,611785716511;14;92,0357984566671
"5ef09c84a33a985f3ea9a561";"0";"0";"0";"0";25;"male";"online";563,644318169364;22;32,4225170736536
"5ef09c84a33a985f3ea9a561";"0";"0";"0";"300";25;"male";"online";631,643750012154;20;57,7430489121757
"5ef09c84a33a985f3ea9a561";"0";"0";"1";"0";25;"male";"online";624,524285700837;14;60,0539495595749
"5ef09c84a33a985f3ea9a561";"0";"0";"1";"300";25;"male";"online";698,507368411427;19;82,5593213097618
"5ef09c84a33a985f3ea9a561";"0";"1";"0";"0";25;"male";"online";717,874230776663;26;51,7637005547012
"5ef09c84a33a985f3ea9a561";"0";"1";"0";"300";25;"male";"online";656,196666677715;24;48,0511374098229
"5ef09c84a33a985f3ea9a561";"0";"1";"1";"0";25;"male";"online";707,408399991691;25;78,1360566631046
"5ef09c84a33a985f3ea9a561";"0";"1";"1";"300";25;"male";"online";566,263125011271;24;31,8472426903664
"5ef09c84a33a985f3ea9a561";"1";"0";"0";"0";25;"male";"online";597,797857120722;21;40,035747022813
"5ef09c84a33a985f3ea9a561";"1";"0";"0";"300";25;"male";"online";682,359130430521;23;48,9644774838382
"5ef09c84a33a985f3ea9a561";"1";"0";"1";"0";25;"male";"online";537,389166659624;18;38,439889297398
"5ef09c84a33a985f3ea9a561";"1";"0";"1";"300";25;"male";"online";634,594318192367;22;42,6363050635571
"5ef09c84a33a985f3ea9a561";"1";"1";"0";"0";25;"male";"online";522,928333328175;27;34,5226714493385
"5ef09c84a33a985f3ea9a561";"1";"1";"0";"300";25;"male";"online";555,817500000227;22;38,8704683121442
"5ef09c84a33a985f3ea9a561";"1";"1";"1";"0";25;"male";"online";538,442499988543;22;35,2278713292701
"5ef09c84a33a985f3ea9a561";"1";"1";"1";"300";25;"male";"online";619,994523807517;21;40,6182699021254
"5ef8aae48b95745f60b38b9b";"0";"0";"0";"0";20;"female";"online";1311,49750000055;18;105,5679912862
"5ef8aae48b95745f60b38b9b";"0";"0";"0";"300";20;"female";"online";1048,10343749796;16;93,2916524126825
"5ef8aae48b95745f60b38b9b";"0";"0";"1";"0";20;"female";"online";1365,33149999884;10;139,418369757005
"5ef8aae48b95745f60b38b9b";"0";"0";"1";"300";20;"female";"online";1207,66666666799;15;109,058688839136
"5ef8aae48b95745f60b38b9b";"0";"1";"0";"0";20;"female";"online";1155,89805555802;18;90,9722130832761
"5ef8aae48b95745f60b38b9b";"0";"1";"0";"300";20;"female";"online";1132,03347825987;23;75,6716336981272
"5ef8aae48b95745f60b38b9b";"0";"1";"1";"0";20;"female";"online";1348,81571428772;14;130,191267193779
"5ef8aae48b95745f60b38b9b";"0";"1";"1";"300";20;"female";"online";1178,98316666735;30;67,9836291263507
"5ef8aae48b95745f60b38b9b";"1";"0";"0";"0";20;"female";"online";1691,22464285566;14;118,497973220932
"5ef8aae48b95745f60b38b9b";"1";"0";"0";"300";20;"female";"online";1242,59166666648;18;112,842486322453
"5ef8aae48b95745f60b38b9b";"1";"0";"1";"0";20;"female";"online";1461,77176470517;17;112,18776642996
"5ef8aae48b95745f60b38b9b";"1";"0";"1";"300";20;"female";"online";1427,96090909209;11;154,074877706784
"5ef8aae48b95745f60b38b9b";"1";"1";"0";"0";20;"female";"online";1156,97281250229;16;100,841574227609
"5ef8aae48b95745f60b38b9b";"1";"1";"0";"300";20;"female";"online";1280,65749999871;18;81,2589754849477
"5ef8aae48b95745f60b38b9b";"1";"1";"1";"0";20;"female";"online";1395,54250000005;20;102,700314205311
"5ef8aae48b95745f60b38b9b";"1";"1";"1";"300";20;"female";"online";1133,56604166738;24;68,7430675726788
"5f0363f5bf1343559eeb610d";"0";"0";"0";"0";23;"female";"online";799,206249999581;20;107,21334685476
"5f0363f5bf1343559eeb610d";"0";"0";"0";"300";23;"female";"online";604,404722221977;18;70,8949361484311
"5f0363f5bf1343559eeb610d";"0";"0";"1";"0";23;"female";"online";823,93166666648;18;80,3136814093571
"5f0363f5bf1343559eeb610d";"0";"0";"1";"300";23;"female";"online";602,121071428879;28;44,5066935555767
"5f0363f5bf1343559eeb610d";"0";"1";"0";"0";23;"female";"online";902,233124999674;24;96,7591224170917
"5f0363f5bf1343559eeb610d";"0";"1";"0";"300";23;"female";"online";605,903333333924;18;40,3882526219182
"5f0363f5bf1343559eeb610d";"0";"1";"1";"0";23;"female";"online";683,767592592094;27;56,8230940374369
"5f0363f5bf1343559eeb610d";"0";"1";"1";"300";23;"female";"online";683,150238094858;21;81,3168736263437
"5f0363f5bf1343559eeb610d";"1";"0";"0";"0";23;"female";"online";673,330600000476;25;62,9337557206782
"5f0363f5bf1343559eeb610d";"1";"0";"0";"300";23;"female";"online";827,941304347786;23;97,6029619425837
"5f0363f5bf1343559eeb610d";"1";"0";"1";"0";23;"female";"online";931,478571428257;21;126,020647195749
"5f0363f5bf1343559eeb610d";"1";"0";"1";"300";23;"female";"online";769,374250000521;20;85,1997789556793
"5f0363f5bf1343559eeb610d";"1";"1";"0";"0";23;"female";"online";817,709000000331;25;77,4838300991289
"5f0363f5bf1343559eeb610d";"1";"1";"0";"300";23;"female";"online";757,751764705449;17;97,6717639974735
"5f0363f5bf1343559eeb610d";"1";"1";"1";"0";23;"female";"online";799,613409090925;22;86,2671811329245
"5f0363f5bf1343559eeb610d";"1";"1";"1";"300";23;"female";"online";807,536200000026;25;76,2858797125573
"5f0d98c1c8a2f100082295b8";"0";"0";"0";"0";23;"male";"online";585,701428571288;14;67,9399216429672
"5f0d98c1c8a2f100082295b8";"0";"0";"0";"300";23;"male";"online";585,748250000164;20;48,0053750873042
"5f0d98c1c8a2f100082295b8";"0";"0";"1";"0";23;"male";"online";546,092187499897;16;31,0934105926872
"5f0d98c1c8a2f100082295b8";"0";"0";"1";"300";23;"male";"online";695,189642857016;14;94,4954971577377
"5f0d98c1c8a2f100082295b8";"0";"1";"0";"0";23;"male";"online";725,415172413832;29;54,1741204645455
"5f0d98c1c8a2f100082295b8";"0";"1";"0";"300";23;"male";"online";620,610454545571;22;51,9585054471098
"5f0d98c1c8a2f100082295b8";"0";"1";"1";"0";23;"male";"online";689,956304347702;23;76,8075559840547
"5f0d98c1c8a2f100082295b8";"0";"1";"1";"300";23;"male";"online";704,331600000011;25;66,8487395902633
"5f0d98c1c8a2f100082295b8";"1";"0";"0";"0";23;"male";"online";628,477307692327;13;77,605930302727
"5f0d98c1c8a2f100082295b8";"1";"0";"0";"300";23;"male";"online";778,471363636527;22;95,7294382312308
"5f0d98c1c8a2f100082295b8";"1";"0";"1";"0";23;"male";"online";671,110714285467;28;57,4584168356389
"5f0d98c1c8a2f100082295b8";"1";"0";"1";"300";23;"male";"online";780,375833333266;24;75,8748504407802
"5f0d98c1c8a2f100082295b8";"1";"1";"0";"0";23;"male";"online";528,779399999924;25;36,2544784547483
"5f0d98c1c8a2f100082295b8";"1";"1";"0";"300";23;"male";"online";516,854800000072;25;49,5757623260309
"5f0d98c1c8a2f100082295b8";"1";"1";"1";"0";23;"male";"online";561,208750000343;16;61,8886363972645
"5f0d98c1c8a2f100082295b8";"1";"1";"1";"300";23;"male";"online";730,725909091014;11;101,609161417812
"5f10532f3deae62c7ca629b5";"0";"0";"0";"0";25;"female";"online";640,857894736801;19;49,4844152813315
"5f10532f3deae62c7ca629b5";"0";"0";"0";"300";25;"female";"online";623,094545454073;22;51,557280917235
"5f10532f3deae62c7ca629b5";"0";"0";"1";"0";25;"female";"online";620,039736841689;19;38,2523029739264
"5f10532f3deae62c7ca629b5";"0";"0";"1";"300";25;"female";"online";622,937142857273;21;33,3356942286802
"5f10532f3deae62c7ca629b5";"0";"1";"0";"0";25;"female";"online";564,524423076762;26;40,2745635198302
"5f10532f3deae62c7ca629b5";"0";"1";"0";"300";25;"female";"online";643,10050000021;20;37,6701208848736
"5f10532f3deae62c7ca629b5";"0";"1";"1";"0";25;"female";"online";540,725681817842;22;32,9366855004915
"5f10532f3deae62c7ca629b5";"0";"1";"1";"300";25;"female";"online";553,158260869571;23;39,324671350641
"5f10532f3deae62c7ca629b5";"1";"0";"0";"0";25;"female";"online";634,989999999845;12;55,9609143193106
"5f10532f3deae62c7ca629b5";"1";"0";"0";"300";25;"female";"online";677,20933333307;15;50,8995165004346
"5f10532f3deae62c7ca629b5";"1";"0";"1";"0";25;"female";"online";637,063947368965;19;53,6104930343877
"5f10532f3deae62c7ca629b5";"1";"0";"1";"300";25;"female";"online";714,476666666856;21;58,3739844689704
"5f10532f3deae62c7ca629b5";"1";"1";"0";"0";25;"female";"online";533,284999999763;16;29,1820121608579
"5f10532f3deae62c7ca629b5";"1";"1";"0";"300";25;"female";"online";689,488499999932;20;52,7055525314099
"5f10532f3deae62c7ca629b5";"1";"1";"1";"0";25;"female";"online";539,436428571659;35;29,5447849346595
"5f10532f3deae62c7ca629b5";"1";"1";"1";"300";25;"female";"online";624,730000000022;23;49,2587979240515
"5f1e80a4e68bc3842527cd5e";"0";"0";"0";"0";34;"female";"online";909,503999999527;15;123,839274828408
"5f1e80a4e68bc3842527cd5e";"0";"0";"0";"300";34;"female";"online";739,386666667163;18;95,4077208787728
"5f1e80a4e68bc3842527cd5e";"0";"0";"1";"0";34;"female";"online";646,972500000384;14;43,0819253033343
"5f1e80a4e68bc3842527cd5e";"0";"0";"1";"300";34;"female";"online";829,209285714398;14;84,1724398492986
"5f1e80a4e68bc3842527cd5e";"0";"1";"0";"0";34;"female";"online";734,900909091353;33;63,323230748955
"5f1e80a4e68bc3842527cd5e";"0";"1";"0";"300";34;"female";"online";671,944843750334;32;40,758961151307
"5f1e80a4e68bc3842527cd5e";"0";"1";"1";"0";34;"female";"online";713,471388888548;18;84,3634285765189
"5f1e80a4e68bc3842527cd5e";"0";"1";"1";"300";34;"female";"online";615,003750000445;24;40,694881192453
"5f1e80a4e68bc3842527cd5e";"1";"0";"0";"0";34;"female";"online";898,648043478669;23;79,7740810309073
"5f1e80a4e68bc3842527cd5e";"1";"0";"0";"300";34;"female";"online";759,227500000467;20;84,9648797100498
"5f1e80a4e68bc3842527cd5e";"1";"0";"1";"0";34;"female";"online";819,772727273203;11;125,888678073342
"5f1e80a4e68bc3842527cd5e";"1";"0";"1";"300";34;"female";"online";723,498541666655;24;62,7587086228728
"5f1e80a4e68bc3842527cd5e";"1";"1";"0";"0";34;"female";"online";782,828571428376;21;69,5532227713096
"5f1e80a4e68bc3842527cd5e";"1";"1";"0";"300";34;"female";"online";702,551111110854;18;75,3256022013275
"5f1e80a4e68bc3842527cd5e";"1";"1";"1";"0";34;"female";"online";784,673571428359;14;131,000241396683
"5f1e80a4e68bc3842527cd5e";"1";"1";"1";"300";34;"female";"online";572,976764706216;17;46,5047801840463
"5f1eb0e2a716b3000c6e6329";"0";"0";"0";"0";27;"male";"online";887,249000003795;10;121,900812301953
"5f1eb0e2a716b3000c6e6329";"0";"0";"0";"300";27;"male";"online";843,065833326869;18;67,4549612800378
"5f1eb0e2a716b3000c6e6329";"0";"0";"1";"0";27;"male";"online";1090,6074999948;14;122,544214959604
"5f1eb0e2a716b3000c6e6329";"0";"0";"1";"300";27;"male";"online";932,038076924912;13;74,6571842824916
"5f1eb0e2a716b3000c6e6329";"0";"1";"0";"0";27;"male";"online";930,297222225582;27;57,7310886391729
"5f1eb0e2a716b3000c6e6329";"0";"1";"0";"300";27;"male";"online";1038,78023809687;21;91,763769348273
"5f1eb0e2a716b3000c6e6329";"0";"1";"1";"0";27;"male";"online";903,313000008348;20;81,412608151877
"5f1eb0e2a716b3000c6e6329";"0";"1";"1";"300";27;"male";"online";1110,70324999746;20;81,0866268990226
"5f1eb0e2a716b3000c6e6329";"1";"0";"0";"0";27;"male";"online";1235,68666665718;12;96,8894091248858
"5f1eb0e2a716b3000c6e6329";"1";"0";"0";"300";27;"male";"online";1164,64117645656;17;108,654261467146
"5f1eb0e2a716b3000c6e6329";"1";"0";"1";"0";27;"male";"online";1078,33807692917;26;59,7927889146742
"5f1eb0e2a716b3000c6e6329";"1";"0";"1";"300";27;"male";"online";992,236388876337;18;89,2455190538662
"5f1eb0e2a716b3000c6e6329";"1";"1";"0";"0";27;"male";"online";1135,70045453327;22;71,4005619111086
"5f1eb0e2a716b3000c6e6329";"1";"1";"0";"300";27;"male";"online";1064,20315790149;19;75,7428166877996
"5f1eb0e2a716b3000c6e6329";"1";"1";"1";"0";27;"male";"online";947,238214284879;14;83,8875049112644
"5f1eb0e2a716b3000c6e6329";"1";"1";"1";"300";27;"male";"online";1107,08153846924;13;114,002408180587
"5f229dc20c6a46000881afaa";"0";"0";"0";"0";25;"female";"online";543,021818182389;11;37,509845891014
"5f229dc20c6a46000881afaa";"0";"0";"0";"300";25;"female";"online";525,979782608414;23;29,6889785390048
"5f229dc20c6a46000881afaa";"0";"0";"1";"0";25;"female";"online";483,084523808505;21;23,3114904144466
"5f229dc20c6a46000881afaa";"0";"0";"1";"300";25;"female";"online";503,99649999963;20;30,5969957482487
"5f229dc20c6a46000881afaa";"0";"1";"0";"0";25;"female";"online";455,41406250095;32;18,411572949447
"5f229dc20c6a46000881afaa";"0";"1";"0";"300";25;"female";"online";495,910000000939;14;33,5852995460539
"5f229dc20c6a46000881afaa";"0";"1";"1";"0";25;"female";"online";520,861399996793;25;36,4210981831051
"5f229dc20c6a46000881afaa";"0";"1";"1";"300";25;"female";"online";520,652586207344;29;31,8445690116985
"5f229dc20c6a46000881afaa";"1";"0";"0";"0";25;"female";"online";478,66499999899;13;21,0770732162557
"5f229dc20c6a46000881afaa";"1";"0";"0";"300";25;"female";"online";547,074749999592;20;40,0075322420111
"5f229dc20c6a46000881afaa";"1";"0";"1";"0";25;"female";"online";508,179565215919;23;23,493457926004
"5f229dc20c6a46000881afaa";"1";"0";"1";"300";25;"female";"online";608,955000001802;19;47,8205816704254
"5f229dc20c6a46000881afaa";"1";"1";"0";"0";25;"female";"online";487,972037037791;27;35,5619356265108
"5f229dc20c6a46000881afaa";"1";"1";"0";"300";25;"female";"online";576,495833333562;24;29,2214668685704
"5f229dc20c6a46000881afaa";"1";"1";"1";"0";25;"female";"online";493,019038460405;26;26,2041635281999
"5f229dc20c6a46000881afaa";"1";"1";"1";"300";25;"female";"online";616,869545453731;22;42,1161669513889
"5f2ac61b52f67f389314082d";"0";"0";"0";"0";26;"female";"online";679,769722224187;18;68,0893242362378
"5f2ac61b52f67f389314082d";"0";"0";"0";"300";26;"female";"online";548,88653846977;13;45,2018445289904
"5f2ac61b52f67f389314082d";"0";"0";"1";"0";26;"female";"online";981,591333332472;15;143,01498357466
"5f2ac61b52f67f389314082d";"0";"0";"1";"300";26;"female";"online";627,554210527849;19;60,5466907693955
"5f2ac61b52f67f389314082d";"0";"1";"0";"0";26;"female";"online";519,701600002591;25;43,9466298018844
"5f2ac61b52f67f389314082d";"0";"1";"0";"300";26;"female";"online";493,007500003538;24;29,1032384921071
"5f2ac61b52f67f389314082d";"0";"1";"1";"0";26;"female";"online";692,973571426202;28;90,9371433693858
"5f2ac61b52f67f389314082d";"0";"1";"1";"300";26;"female";"online";539,956935484248;31;43,5904750633288
"5f2ac61b52f67f389314082d";"1";"0";"0";"0";26;"female";"online";710,330294116455;17;64,2080644186942
"5f2ac61b52f67f389314082d";"1";"0";"0";"300";26;"female";"online";542,418800005689;25;32,1905261154129
"5f2ac61b52f67f389314082d";"1";"0";"1";"0";26;"female";"online";665,564736841541;19;62,3171234560894
"5f2ac61b52f67f389314082d";"1";"0";"1";"300";26;"female";"online";676,538125000661;16;87,2612405308069
"5f2ac61b52f67f389314082d";"1";"1";"0";"0";26;"female";"online";617,491250001573;24;51,5093174162308
"5f2ac61b52f67f389314082d";"1";"1";"0";"300";26;"female";"online";543,556590908503;22;36,4695551620619
"5f2ac61b52f67f389314082d";"1";"1";"1";"0";26;"female";"online";622,498636369446;22;53,1531919552355
"5f2ac61b52f67f389314082d";"1";"1";"1";"300";26;"female";"online";592,091458333016;24;50,5388176174374
"5f32f60410397d0c06be8f1d";"0";"0";"0";"0";28;"male";"online";836,602499999997;20;75,4798942569393
"5f32f60410397d0c06be8f1d";"0";"0";"0";"300";28;"male";"online";975,855399999984;25;87,9597630363522
"5f32f60410397d0c06be8f1d";"0";"0";"1";"0";28;"male";"online";789,997368420969;19;78,3776407572273
"5f32f60410397d0c06be8f1d";"0";"0";"1";"300";28;"male";"online";816,585454545491;22;57,7483397063687
"5f32f60410397d0c06be8f1d";"0";"1";"0";"0";28;"male";"online";922,730714285748;28;76,0313481895481
"5f32f60410397d0c06be8f1d";"0";"1";"0";"300";28;"male";"online";836,624545454608;22;86,4342027646955
"5f32f60410397d0c06be8f1d";"0";"1";"1";"0";28;"male";"online";817,539999999965;24;62,4107427760649
"5f32f60410397d0c06be8f1d";"0";"1";"1";"300";28;"male";"online";990,483913043471;23;77,3448339313246
"5f32f60410397d0c06be8f1d";"1";"0";"0";"0";28;"male";"online";1209,67558823524;17;132,807272545482
"5f32f60410397d0c06be8f1d";"1";"0";"0";"300";28;"male";"online";1030,00444444446;18;101,643671450293
"5f32f60410397d0c06be8f1d";"1";"0";"1";"0";28;"male";"online";1293,25147058818;17;106,797519628763
"5f32f60410397d0c06be8f1d";"1";"0";"1";"300";28;"male";"online";1214,43568965519;29;87,4849519335906
"5f32f60410397d0c06be8f1d";"1";"1";"0";"0";28;"male";"online";883,388235294219;17;84,0574817416717
"5f32f60410397d0c06be8f1d";"1";"1";"0";"300";28;"male";"online";1136,32727272724;22;96,2109626911715
"5f32f60410397d0c06be8f1d";"1";"1";"1";"0";28;"male";"online";936,319722222226;36;55,770405720989
"5f32f60410397d0c06be8f1d";"1";"1";"1";"300";28;"male";"online";1036,92523809527;21;73,3507176860337
"5f338121e1ca2a19a97cd433";"0";"0";"0";"0";18;"female";"online";682,752500032075;20;89,8464987540471
"5f338121e1ca2a19a97cd433";"0";"0";"0";"300";18;"female";"online";639,443846132893;13;111,632454304903
"5f338121e1ca2a19a97cd433";"0";"0";"1";"0";18;"female";"online";612,399117610253;17;62,0666414689688
"5f338121e1ca2a19a97cd433";"0";"0";"1";"300";18;"female";"online";780,710999947041;15;82,5089917294541
"5f338121e1ca2a19a97cd433";"0";"1";"0";"0";18;"female";"online";734,677307701741;26;55,9674303960628
"5f338121e1ca2a19a97cd433";"0";"1";"0";"300";18;"female";"online";756,407499949758;30;73,444984975383
"5f338121e1ca2a19a97cd433";"0";"1";"1";"0";18;"female";"online";716,885199993849;25;57,0643283080994
"5f338121e1ca2a19a97cd433";"0";"1";"1";"300";18;"female";"online";601,525312464219;32;27,1999476806727
"5f338121e1ca2a19a97cd433";"1";"0";"0";"0";18;"female";"online";937,031666661992;27;72,8473004235334
"5f338121e1ca2a19a97cd433";"1";"0";"0";"300";18;"female";"online";752,659782666065;23;45,0287675902378
"5f338121e1ca2a19a97cd433";"1";"0";"1";"0";18;"female";"online";879,113249992951;20;96,686198226955
"5f338121e1ca2a19a97cd433";"1";"0";"1";"300";18;"female";"online";900,379166731405;18;54,6679791421445
"5f338121e1ca2a19a97cd433";"1";"1";"0";"0";18;"female";"online";823,505789482672;19;100,143055680398
"5f338121e1ca2a19a97cd433";"1";"1";"0";"300";18;"female";"online";815,855625027325;16;110,07088731003
"5f338121e1ca2a19a97cd433";"1";"1";"1";"0";18;"female";"online";845,534333338339;15;121,728343787771
"5f338121e1ca2a19a97cd433";"1";"1";"1";"300";18;"female";"online";770,242407383328;27;45,239715876678
"6";"0";"0";"0";"0";19;"f";"lab";646,979897521263;43;40,0911859135314
"6";"0";"0";"0";"300";19;"f";"lab";650,871973288687;38;39,3881656175119
"6";"0";"0";"1";"0";19;"f";"lab";716,325644084386;35;45,2679801117797
"6";"0";"0";"1";"300";19;"f";"lab";628,31471647535;28;58,7400882881086
"6";"0";"1";"0";"0";19;"f";"lab";730,527827372918;52;31,5049564292893
"6";"0";"1";"0";"300";19;"f";"lab";689,077527899491;38;40,2908853703946
"6";"0";"1";"1";"0";19;"f";"lab";757,087917888866;51;40,7350029205344
"6";"0";"1";"1";"300";19;"f";"lab";693,368614936362;49;31,6506069821033
"6";"1";"0";"0";"0";19;"f";"lab";847,932748496532;32;60,2202138787671
"6";"1";"0";"0";"300";19;"f";"lab";783,605239608071;44;41,3891163063264
"6";"1";"0";"1";"0";19;"f";"lab";862,488746643066;47;47,0581079730102
"6";"1";"0";"1";"300";19;"f";"lab";807,018238922646;58;33,494651008768
"6";"1";"1";"0";"0";19;"f";"lab";789,090732733409;48;42,2897098333639
"6";"1";"1";"0";"300";19;"f";"lab";779,901436397008;49;38,7341095395757
"6";"1";"1";"1";"0";19;"f";"lab";803,695026709109;49;37,8308715804358
"6";"1";"1";"1";"300";19;"f";"lab";799,591143925985;39;40,0222622947216
"7";"0";"0";"0";"0";25;"m";"lab";572,55534025339;39;37,886763094722
