"";"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"cuecolor_R";"error_R"
"12745";"LY8";"BRAC1_horiAA_1st0";3;36;1360,87000000407;"A";1;0;NA;"A";"red";"black";"magnit";6;0;1;1;1;0
"12749";"LY8";"BRAC1_horiAA_1st0";3;37;1856,380000012;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;0;1;0
"12753";"LY8";"BRAC1_horiAA_1st0";3;38;529,920000000857;"L";1;0;NA;"L";"red";"black";"magnit";4;0;1;1;1;0
"12757";"LY8";"BRAC1_horiAA_1st0";3;39;1295,74499998125;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;0;0;0
"12761";"LY8";"BRAC1_horiAA_1st0";3;40;1836,31000001333;"L";1;0;NA;"L";"red";"black";"magnit";1;0;1;0;0;0
"12765";"LY8";"BRAC1_horiAA_1st0";3;41;918,019999982789;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;1;1;0
"12769";"LY8";"BRAC1_horiAA_1st0";3;42;1153,59999999055;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;1;1;0
"12773";"LY8";"BRAC1_horiAA_1st0";3;43;542,765000020154;"L";1;0;NA;"L";"red";"black";"magnit";3;0;1;0;0;0
"12777";"LY8";"BRAC1_horiAA_1st0";3;44;897,874999995111;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;0;0;0
"12781";"LY8";"BRAC1_horiAA_1st0";3;45;560,319999989588;"L";1;0;NA;"L";"red";"black";"magnit";2;0;1;0;0;0
"12785";"LY8";"BRAC1_horiAA_1st0";3;46;508,995000011055;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;1;1;0
"12789";"LY8";"BRAC1_horiAA_1st0";3;47;538,650000002235;"L";1;0;NA;"L";"blue";"black";"parity";2;0;1;1;0;0
"12793";"LY8";"BRAC1_horiAA_1st0";3;48;769,159999996191;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;1;1;0
"12797";"LY8";"BRAC1_horiAA_1st0";3;49;656,824999983655;"A";1;0;NA;"A";"red";"black";"magnit";8;0;1;0;0;0
"12801";"LY8";"BRAC1_horiAA_1st0";3;50;610,375000018394;"L";1;0;NA;"L";"red";"black";"magnit";3;0;0;1;0;0
"12805";"LY8";"BRAC1_horiAA_1st0";3;51;539,259999990463;"L";1;0;NA;"L";"red";"black";"magnit";4;0;0;0;0;0
"12809";"LY8";"BRAC1_horiAA_1st0";3;52;1228,74500000034;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;0;0;0
"12813";"LY8";"BRAC1_horiAA_1st0";3;53;615,179999993416;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;1;1;1;0
"12817";"LY8";"BRAC1_horiAA_1st0";3;54;685,014999995474;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;1;1;0
"12821";"LY8";"BRAC1_horiAA_1st0";3;55;1148,65499999723;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;0;0
"12825";"LY8";"BRAC1_horiAA_1st0";3;56;916,464999987511;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;0;0;0
"12829";"LY8";"BRAC1_horiAA_1st0";3;57;721,155000006547;"L";1;0;NA;"L";"red";"black";"parity";2;0;0;1;0;0
"12833";"LY8";"BRAC1_horiAA_1st0";3;58;1305,20000000251;"A";1;0;NA;"A";"blue";"black";"parity";3;0;0;1;1;0
"12837";"LY8";"BRAC1_horiAA_1st0";3;59;1262,18999997946;"A";1;0;NA;"A";"red";"black";"magnit";6;0;1;0;1;0
"12841";"LY8";"BRAC1_horiAA_1st0";3;60;1040,66500000772;"L";1;0;NA;"L";"blue";"black";"parity";8;0;1;1;1;0
"12845";"LY8";"BRAC1_horiAA_1st0";3;61;790,459999989253;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;1;1;0
"12849";"LY8";"BRAC1_horiAA_1st0";3;62;674,409999977797;"A";1;1;NA;"L";"blue";"black";"parity";6;0;0;1;1;0
"12853";"LY8";"BRAC1_horiAA_1st0";3;63;637,554999993881;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;0;0;1
"12857";"LY8";"BRAC1_horiAA_1st0";3;64;523,614999983693;"A";1;0;NA;"A";"red";"black";"magnit";7;0;0;1;1;0
"12861";"LY8";"BRAC1_horiAA_1st0";3;65;918,074999994133;"A";1;0;NA;"A";"red";"black";"magnit";8;0;0;0;0;0
"12865";"LY8";"BRAC1_horiAA_1st0";3;66;983,314999990398;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;0;1;1;0
"12869";"LY8";"BRAC1_horiAA_1st0";3;67;584,264999983134;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;1;0;0
"12873";"LY8";"BRAC1_horiAA_1st0";3;68;578,745000006165;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;0;0;0;0
"12877";"LY8";"BRAC1_horiAA_1st0";3;69;488,905000005616;"L";1;0;NA;"L";"red";"black";"magnit";2;0;0;1;1;0
"12881";"LY8";"BRAC1_horiAA_1st0";3;70;574,819999979809;"L";1;0;NA;"L";"red";"black";"magnit";4;0;0;0;0;0
"12885";"LY8";"BRAC1_horiAA_1st0";3;71;929,689999989932;"L";1;0;NA;"L";"blue";"black";"parity";6;0;1;0;1;0
"12889";"LY8";"BRAC1_horiAA_1st0";3;72;1014,69999999972;"A";1;0;NA;"A";"blue";"black";"parity";1;0;0;1;0;0
"12893";"LY8";"BRAC1_horiAA_1st0";3;73;493,219999974826;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;1;0;0
"12897";"LY8";"BRAC1_horiAA_1st0";3;74;785,685000009835;"A";1;0;NA;"A";"red";"black";"parity";3;0;0;1;1;0
"12901";"LY8";"BRAC1_horiAA_1st0";3;75;709,199999982957;"A";1;0;NA;"A";"blue";"black";"parity";9;0;0;0;1;0
"12905";"LY8";"BRAC1_horiAA_1st0";3;76;667,534999985946;"A";1;0;NA;"A";"blue";"black";"parity";7;0;0;0;0;0
"12909";"LY8";"BRAC1_horiAA_1st0";3;77;635,924999980489;"L";1;0;NA;"L";"blue";"black";"parity";8;0;0;1;0;0
"12913";"LY8";"BRAC1_horiAA_1st0";3;78;658,625000010943;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;1;1;0;0
"12917";"LY8";"BRAC1_horiAA_1st0";3;79;1302,8050000139;"A";1;0;NA;"A";"red";"black";"magnit";6;0;0;0;1;0
"12921";"LY8";"BRAC1_horiAA_1st0";3;80;924,469999998109;"A";1;0;NA;"A";"red";"black";"parity";9;0;1;0;0;0
"12925";"LY8";"BRAC1_horiAA_1st0";3;81;868,370000011055;"L";1;0;NA;"L";"red";"black";"magnit";1;0;1;1;0;0
"12929";"LY8";"BRAC1_horiAA_1st0";3;82;478,579999995418;"A";1;0;NA;"A";"red";"black";"magnit";9;0;0;1;0;0
"12933";"LY8";"BRAC1_horiAA_1st0";3;83;654,879999987315;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;0;0;1;0
"12937";"LY8";"BRAC1_horiAA_1st0";3;84;455,759999982547;"A";1;0;NA;"A";"red";"black";"magnit";8;0;0;0;1;0
"12941";"LY8";"BRAC1_horiAA_1st0";3;85;747,80500002089;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;0;1;0
"12945";"LY8";"BRAC1_horiAA_1st0";3;86;1213,92500001821;"L";1;0;NA;"L";"blue";"black";"parity";8;0;0;1;0;0
"12949";"LY8";"BRAC1_horiAA_1st0";3;87;1039,97499999241;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;1;1;0;0
"12953";"LY8";"BRAC1_horiAA_1st0";3;88;802,670000004582;"A";1;1;NA;"L";"blue";"black";"magnit";3;0;0;1;0;0
"12957";"LY8";"BRAC1_horiAA_1st0";3;89;675,090000004275;"A";1;0;NA;"A";"red";"black";"magnit";9;0;0;1;1;1
"12961";"LY8";"BRAC1_horiAA_1st0";3;90;985,719999996945;"L";1;0;NA;"L";"blue";"black";"parity";4;0;1;1;1;0
"12965";"LY8";"BRAC1_horiAA_1st0";3;91;848,420000023907;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;0;1;0
"12969";"LY8";"BRAC1_horiAA_1st0";3;92;1933,98000000161;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;0;0
"12973";"LY8";"BRAC1_horiAA_1st0";3;93;1232,2250000143;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;1;1;0
"12977";"LY8";"BRAC1_horiAA_1st0";3;94;685,175000020536;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;1;0
"12981";"LY8";"BRAC1_horiAA_1st0";3;95;804,215000011027;"A";1;0;NA;"A";"blue";"black";"parity";3;0;0;0;1;0
"13060";"YF1";"BRAC1_horiLA_1st300";0;0;330,849999998463;"A";1;1;NA;"L";"red";"black";"magnit";1;300;99;99;99;99
"13064";"YF1";"BRAC1_horiLA_1st300";0;1;185,629999999888;"A";1;0;NA;"A";"red";"black";"magnit";7;300;0;1;0;1
"13068";"YF1";"BRAC1_horiLA_1st300";0;2;498,239999993471;"A";1;1;NA;"L";"red";"black";"magnit";1;300;0;1;0;0
"13072";"YF1";"BRAC1_horiLA_1st300";0;3;755,830000001937;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;0;1;1;1
"13076";"YF1";"BRAC1_horiLA_1st300";0;4;677,025000004331;"A";1;1;NA;"L";"red";"black";"parity";8;300;1;1;1;0
"13080";"YF1";"BRAC1_horiLA_1st300";0;5;1112,28000000119;"A";1;1;NA;"L";"blue";"black";"magnit";2;300;1;0;1;1
"13084";"YF1";"BRAC1_horiLA_1st300";0;6;1206,75999999372;"L";1;1;NA;"A";"red";"black";"parity";7;300;1;1;1;1
"13088";"YF1";"BRAC1_horiLA_1st300";0;7;1042,13000000175;"A";1;0;NA;"A";"red";"black";"parity";9;300;0;0;0;1
"13092";"YF1";"BRAC1_horiLA_1st300";0;8;912,29000000027;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;1;1;1;0
"13096";"YF1";"BRAC1_horiLA_1st300";0;9;567,535000001779;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;0;1;0;0
"13100";"YF1";"BRAC1_horiLA_1st300";0;10;963,165000000969;"L";1;0;NA;"L";"blue";"black";"parity";4;300;1;1;0;0
"13104";"YF1";"BRAC1_horiLA_1st300";0;11;669,490000000224;"A";1;0;NA;"A";"blue";"black";"parity";1;300;0;1;0;0
"13108";"YF1";"BRAC1_horiLA_1st300";0;12;1056,47499999753;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;1;0;0;0
"13112";"YF1";"BRAC1_horiLA_1st300";0;13;1182,74499999825;"L";1;1;NA;"A";"red";"black";"parity";9;300;1;0;1;0
"13116";"YF1";"BRAC1_horiLA_1st300";0;14;859,810000001686;"A";1;0;NA;"A";"blue";"black";"parity";3;300;0;0;1;1
"13120";"YF1";"BRAC1_horiLA_1st300";0;15;721,250000002328;"A";1;1;NA;"L";"blue";"black";"magnit";1;300;1;1;0;0
"13124";"YF1";"BRAC1_horiLA_1st300";0;16;1711,97500000545;"L";1;1;NA;"A";"red";"black";"magnit";9;300;0;1;1;1
"13128";"YF1";"BRAC1_horiLA_1st300";0;17;901,849999994738;"L";1;0;NA;"L";"blue";"black";"parity";2;300;1;1;1;1
"13132";"YF1";"BRAC1_horiLA_1st300";0;18;1534,37000000128;"A";1;0;NA;"A";"blue";"black";"parity";1;300;0;1;0;0
"13136";"YF1";"BRAC1_horiLA_1st300";0;19;1090,27999999677;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;1;0;0;0
"13140";"YF1";"BRAC1_horiLA_1st300";0;20;654,045000003185;"L";1;1;NA;"A";"blue";"black";"parity";1;300;1;0;0;0
"13144";"YF1";"BRAC1_horiLA_1st300";0;21;788,795000000391;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;1;1;0;1
"13148";"YF1";"BRAC1_horiLA_1st300";0;22;1122,94499999564;"L";1;0;NA;"L";"blue";"black";"parity";6;300;1;0;0;0
"13152";"YF1";"BRAC1_horiLA_1st300";0;23;633,54999999865;"A";1;0;NA;"A";"red";"black";"magnit";9;300;1;1;1;0
"13156";"YF1";"BRAC1_horiLA_1st300";0;24;793,864999999758;"L";1;1;NA;"A";"red";"black";"parity";1;300;1;0;0;0
"13160";"YF1";"BRAC1_horiLA_1st300";0;25;1867,72499999637;"L";1;0;NA;"L";"red";"black";"parity";4;300;0;1;0;1
"13164";"YF1";"BRAC1_horiLA_1st300";0;26;2197,04500000086;"A";1;0;NA;"A";"red";"black";"magnit";6;300;1;1;0;0
"13168";"YF1";"BRAC1_horiLA_1st300";0;27;1763,64000000479;"L";1;1;NA;"A";"red";"black";"parity";9;300;1;0;0;0
"13172";"YF1";"BRAC1_horiLA_1st300";0;28;1038,27000000468;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;1;1;1;1
"13176";"YF1";"BRAC1_horiLA_1st300";0;29;1573,15999999992;"L";1;0;NA;"L";"red";"black";"parity";2;300;1;0;1;0
"13180";"YF1";"BRAC1_horiLA_1st300";0;30;1274,61999999662;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;1;0;1;0
"13184";"YF1";"BRAC1_horiLA_1st300";0;31;1479,99500000151;"L";1;0;NA;"L";"blue";"black";"parity";2;300;1;0;0;0
"13188";"YF1";"BRAC1_horiLA_1st300";0;32;1108,55000000447;"A";1;0;NA;"A";"blue";"black";"parity";7;300;0;1;0;0
"13192";"YF1";"BRAC1_horiLA_1st300";0;33;681,114999999525;"L";1;0;NA;"L";"red";"black";"parity";4;300;0;1;1;0
"13196";"YF1";"BRAC1_horiLA_1st300";0;34;699,419999997364;"L";1;0;NA;"L";"red";"black";"magnit";2;300;1;0;0;0
"13200";"YF1";"BRAC1_horiLA_1st300";0;35;1054,70000000065;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;0;1;1;0
"13204";"YF1";"BRAC1_horiLA_1st300";0;36;779,405000001192;"A";1;0;NA;"A";"blue";"black";"parity";7;300;1;0;0;0
"13208";"YF1";"BRAC1_horiLA_1st300";0;37;787,935000000289;"A";1;0;NA;"A";"red";"black";"magnit";6;300;1;0;1;0
"13212";"YF1";"BRAC1_horiLA_1st300";0;38;801,81499999878;"A";1;0;NA;"A";"red";"black";"magnit";8;300;0;0;0;0
"13216";"YF1";"BRAC1_horiLA_1st300";0;39;992,320000004955;"A";1;0;NA;"A";"red";"black";"parity";7;300;1;0;0;0
"13220";"YF1";"BRAC1_horiLA_1st300";0;40;1100,70499999728;"L";1;1;NA;"A";"red";"black";"parity";3;300;0;0;0;0
"13224";"YF1";"BRAC1_horiLA_1st300";0;41;979,205000003334;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;1;1;1;1
"13228";"YF1";"BRAC1_horiLA_1st300";0;42;1077,31000000052;"A";1;0;NA;"A";"red";"black";"magnit";8;300;0;1;1;0
"13232";"YF1";"BRAC1_horiLA_1st300";0;43;1224,04500000272;"L";1;0;NA;"L";"blue";"black";"parity";4;300;1;1;1;0
"13236";"YF1";"BRAC1_horiLA_1st300";0;44;946,734999997774;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;1;0;0;0
"13240";"YF1";"BRAC1_horiLA_1st300";0;45;934,980000005569;"A";1;1;NA;"L";"red";"black";"magnit";4;300;0;0;1;0
"13244";"YF1";"BRAC1_horiLA_1st300";0;46;824,464999997988;"A";1;0;NA;"A";"red";"black";"magnit";9;300;0;1;0;1
"13248";"YF1";"BRAC1_horiLA_1st300";0;47;618,979999999283;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;0;1;1;0
"13252";"YF1";"BRAC1_horiLA_1st300";0;48;853,720000006258;"L";1;0;NA;"L";"blue";"black";"parity";6;300;1;0;0;0
"13256";"YF1";"BRAC1_horiLA_1st300";0;49;1040,46999999997;"L";1;0;NA;"L";"red";"black";"parity";4;300;0;0;1;0
"13260";"YF1";"BRAC1_horiLA_1st300";0;50;754,780000003055;"L";1;1;NA;"A";"blue";"black";"magnit";6;300;1;1;1;0
"13264";"YF1";"BRAC1_horiLA_1st300";0;51;705,139999998035;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;0;0;0;1
"13268";"YF1";"BRAC1_horiLA_1st300";0;52;1315,39499999792;"A";1;0;NA;"A";"red";"black";"magnit";7;300;0;0;1;0
"13272";"YF1";"BRAC1_horiLA_1st300";0;53;1838,27000000025;"L";1;0;NA;"L";"red";"black";"magnit";2;300;0;1;0;0
"13276";"YF1";"BRAC1_horiLA_1st300";0;54;851,199999997392;"L";1;0;NA;"L";"red";"black";"magnit";3;300;0;0;0;0
"13280";"YF1";"BRAC1_horiLA_1st300";0;55;984,554999995278;"A";1;0;NA;"A";"red";"black";"magnit";7;300;0;1;0;0
"13284";"YF1";"BRAC1_horiLA_1st300";0;56;1679,42999998922;"L";1;0;NA;"L";"blue";"black";"parity";8;300;1;1;1;0
"13288";"YF1";"BRAC1_horiLA_1st300";0;57;1452,94999999157;"L";1;0;NA;"L";"blue";"black";"parity";4;300;0;0;0;0
"13292";"YF1";"BRAC1_horiLA_1st300";0;58;1228,37500000605;"A";1;1;NA;"L";"red";"black";"magnit";3;300;1;0;1;0
"13296";"YF1";"BRAC1_horiLA_1st300";0;59;1226,7700000084;"A";1;0;NA;"A";"red";"black";"parity";1;300;1;1;0;1
"13300";"YF1";"BRAC1_horiLA_1st300";0;60;569,10500000231;"L";1;0;NA;"L";"red";"black";"parity";6;300;0;1;0;0
"13304";"YF1";"BRAC1_horiLA_1st300";0;61;663,555000006454;"L";1;0;NA;"L";"blue";"black";"parity";2;300;0;0;1;0
"13308";"YF1";"BRAC1_horiLA_1st300";0;62;694,4700000023;"L";1;1;NA;"A";"blue";"black";"parity";3;300;0;1;0;0
"13312";"YF1";"BRAC1_horiLA_1st300";0;63;785,130000003846;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;1;1;0;1
"13316";"YF1";"BRAC1_horiLA_1st300";0;64;891,245000006165;"L";1;0;NA;"L";"red";"black";"magnit";3;300;0;0;1;0
"13320";"YF1";"BRAC1_horiLA_1st300";0;65;470,554999992484;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;0;1;1;0
"13324";"YF1";"BRAC1_horiLA_1st300";0;66;713,550000000512;"L";1;0;NA;"L";"red";"black";"magnit";4;300;0;1;1;0
"13328";"YF1";"BRAC1_horiLA_1st300";0;67;1384,23499999032;"L";1;0;NA;"L";"red";"black";"magnit";2;300;0;0;0;0
"13332";"YF1";"BRAC1_horiLA_1st300";0;68;1323,55000000098;"L";1;0;NA;"L";"red";"black";"parity";6;300;1;0;0;0
"13336";"YF1";"BRAC1_horiLA_1st300";0;69;697,67000000854;"A";1;0;NA;"A";"blue";"black";"parity";9;300;0;1;1;0
"13340";"YF1";"BRAC1_horiLA_1st300";0;70;567,865000004414;"L";1;0;NA;"L";"red";"black";"parity";2;300;0;1;1;0
"13344";"YF1";"BRAC1_horiLA_1st300";0;71;537,414999998873;"A";1;0;NA;"A";"red";"black";"parity";3;300;0;1;0;0
"13348";"YF1";"BRAC1_horiLA_1st300";0;72;1053,14499999816;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;1;1;1;0
"13352";"YF1";"BRAC1_horiLA_1st300";0;73;1469,17499999097;"A";1;1;NA;"L";"blue";"black";"parity";8;300;1;0;0;0
"13356";"YF1";"BRAC1_horiLA_1st300";0;74;1465,53999999026;"A";1;0;NA;"A";"blue";"black";"parity";7;300;0;1;0;1
"13360";"YF1";"BRAC1_horiLA_1st300";0;75;1307,28999999701;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;1;1;0;0
"13364";"YF1";"BRAC1_horiLA_1st300";0;76;1941,11999998847;"L";1;0;NA;"L";"red";"black";"magnit";1;300;0;0;1;0
"13368";"YF1";"BRAC1_horiLA_1st300";0;77;2499,21999999997;NA;NA;1;1;"A";"blue";"black";"parity";9;300;1;1;1;0
"13372";"YF1";"BRAC1_horiLA_1st300";0;78;767,644999999786;"L";1;1;NA;"A";"blue";"black";"parity";3;300;0;0;0;1
"13376";"YF1";"BRAC1_horiLA_1st300";0;79;617,704999997048;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;1;0;0;1
"13380";"YF1";"BRAC1_horiLA_1st300";0;80;1440,60999999056;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;0;0;0;0
"13384";"YF1";"BRAC1_horiLA_1st300";0;81;1392,76500001154;"A";1;0;NA;"A";"red";"black";"magnit";6;300;0;0;1;0
"13388";"YF1";"BRAC1_horiLA_1st300";0;82;1178,07999999798;"A";1;0;NA;"A";"red";"black";"parity";3;300;1;0;0;0
"13392";"YF1";"BRAC1_horiLA_1st300";0;83;1956,82000000658;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;1;0;1;0
"13396";"YF1";"BRAC1_horiLA_1st300";0;84;1229,7150000087;"A";1;0;NA;"A";"red";"black";"magnit";8;300;0;0;1;0
"13400";"YF1";"BRAC1_horiLA_1st300";0;85;1607,13000000385;"L";1;0;NA;"L";"red";"black";"parity";2;300;1;1;0;0
"13404";"YF1";"BRAC1_horiLA_1st300";0;86;498,875000004889;"A";1;0;NA;"A";"red";"black";"parity";7;300;0;1;0;0
"13408";"YF1";"BRAC1_horiLA_1st300";0;87;1951,82000000193;"A";1;0;NA;"A";"blue";"black";"parity";9;300;0;0;1;0
"13412";"YF1";"BRAC1_horiLA_1st300";0;88;628,190000003204;"L";1;0;NA;"L";"red";"black";"parity";8;300;0;1;1;0
"13416";"YF1";"BRAC1_horiLA_1st300";0;89;590,355000007432;"A";1;0;NA;"A";"red";"black";"parity";1;300;0;1;0;0
"13420";"YF1";"BRAC1_horiLA_1st300";0;90;1075,43500000611;"L";1;0;NA;"L";"blue";"black";"parity";8;300;0;1;1;0
"13424";"YF1";"BRAC1_horiLA_1st300";0;91;787,77000001003;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;1;1;0;0
"13428";"YF1";"BRAC1_horiLA_1st300";0;92;1537,97000000486;"L";1;0;NA;"L";"red";"black";"parity";8;300;1;1;1;0
"13432";"YF1";"BRAC1_horiLA_1st300";0;93;791,31500000949;"L";1;0;NA;"L";"blue";"black";"parity";6;300;0;0;1;0
"13436";"YF1";"BRAC1_horiLA_1st300";0;94;1669,775000002;"L";1;0;NA;"L";"red";"black";"magnit";4;300;1;0;1;0
"13440";"YF1";"BRAC1_horiLA_1st300";0;95;1990,66999999923;"L";1;0;NA;"L";"red";"black";"parity";6;300;1;0;0;0
"13445";"YF1";"BRAC1_horiLA_1st300";1;0;2175,54500000551;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;99;99;99;99
"13449";"YF1";"BRAC1_horiLA_1st300";1;1;1754,8300000052;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;1;0;0
"13453";"YF1";"BRAC1_horiLA_1st300";1;2;809,800000002841;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;1;0;0
"13457";"YF1";"BRAC1_horiLA_1st300";1;3;1437,21000000369;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;0;1;0
"13461";"YF1";"BRAC1_horiLA_1st300";1;4;1539,96500000358;"A";1;0;NA;"A";"blue";"black";"parity";1;0;0;1;1;0
"13465";"YF1";"BRAC1_horiLA_1st300";1;5;919,53999998793;"L";1;0;NA;"L";"red";"black";"parity";6;0;0;1;1;0
"13469";"YF1";"BRAC1_horiLA_1st300";1;6;974,455000003334;"A";1;0;NA;"A";"red";"black";"parity";3;0;0;1;0;0
"13473";"YF1";"BRAC1_horiLA_1st300";1;7;1744,69500000123;"L";1;1;NA;"A";"red";"black";"magnit";9;0;1;0;0;0
"13477";"YF1";"BRAC1_horiLA_1st300";1;8;891,839999996591;"A";1;0;NA;"A";"blue";"black";"parity";3;0;1;0;1;1
"13481";"YF1";"BRAC1_horiLA_1st300";1;9;2015,80000000843;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;0;1;0
"13485";"YF1";"BRAC1_horiLA_1st300";1;10;1680,25999999372;"A";1;1;NA;"L";"red";"black";"magnit";4;0;1;1;0;0
"13489";"YF1";"BRAC1_horiLA_1st300";1;11;779,255000001285;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;0;1;1;1
"13493";"YF1";"BRAC1_horiLA_1st300";1;12;1415,86500000278;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;0;0;0
"13497";"YF1";"BRAC1_horiLA_1st300";1;13;1045,77500000596;"A";1;0;NA;"A";"blue";"black";"parity";1;0;1;0;0;0
"13501";"YF1";"BRAC1_horiLA_1st300";1;14;746,859999999171;"L";1;0;NA;"L";"blue";"black";"parity";4;0;0;1;0;0
"13505";"YF1";"BRAC1_horiLA_1st300";1;15;2499,27399999998;NA;NA;1;1;"L";"blue";"black";"parity";2;0;0;0;0;0
"13509";"YF1";"BRAC1_horiLA_1st300";1;16;1003,82500000717;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;1;1;0;1
"13513";"YF1";"BRAC1_horiLA_1st300";1;17;1053,22499999614;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;1;1;0
"13517";"YF1";"BRAC1_horiLA_1st300";1;18;603,290000013541;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;0;0;0
"13521";"YF1";"BRAC1_horiLA_1st300";1;19;498,365000006743;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;1;0;0
"13525";"YF1";"BRAC1_horiLA_1st300";1;20;473,785000009229;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;1;0;0
"13529";"YF1";"BRAC1_horiLA_1st300";1;21;592,409999997355;"A";1;0;NA;"A";"red";"black";"magnit";9;0;1;1;0;0
"13533";"YF1";"BRAC1_horiLA_1st300";1;22;554,205000007525;"L";1;0;NA;"L";"red";"black";"magnit";2;0;0;1;0;0
"13537";"YF1";"BRAC1_horiLA_1st300";1;23;568,914999996312;"A";1;0;NA;"A";"red";"black";"magnit";6;0;0;1;0;0
"13541";"YF1";"BRAC1_horiLA_1st300";1;24;1036,28000000026;"L";1;0;NA;"L";"red";"black";"magnit";4;0;0;1;0;0
"13545";"YF1";"BRAC1_horiLA_1st300";1;25;2499,68200000003;NA;NA;1;1;"A";"blue";"black";"parity";3;0;1;1;1;0
"13549";"YF1";"BRAC1_horiLA_1st300";1;26;521,175000001676;"A";1;0;NA;"A";"red";"black";"magnit";8;0;1;0;1;1
"13553";"YF1";"BRAC1_horiLA_1st300";1;27;656,430000002729;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;1;0;0
"13557";"YF1";"BRAC1_horiLA_1st300";1;28;583,320000005187;"L";1;0;NA;"L";"red";"black";"parity";6;0;0;0;0;0
"13561";"YF1";"BRAC1_horiLA_1st300";1;29;1373,86499998672;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;1;0;1;0
"13565";"YF1";"BRAC1_horiLA_1st300";1;30;1656,6700000111;"A";1;1;NA;"L";"red";"black";"parity";8;0;1;0;1;0
"13569";"YF1";"BRAC1_horiLA_1st300";1;31;1409,78000000166;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;0;1
"13573";"YF1";"BRAC1_horiLA_1st300";1;32;573,655000000028;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;1;1;0
"13577";"YF1";"BRAC1_horiLA_1st300";1;33;498,730000006501;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;1;0;0
"13581";"YF1";"BRAC1_horiLA_1st300";1;34;2499,51599999983;NA;NA;1;1;"A";"blue";"black";"parity";7;0;1;0;0;0
